walk_id,title,area,wainwrights,county,author,grade,distance_miles,distance_km,ascent_feet,ascent_metres,estimated_time,start_lat,start_lng,start_postcode,description,gpx_available
1155,"Causey Pike from Stoneycroft, near Braithwaite",North Western Fells,"Barrow, Causey Pike, Outerside, Scar Crags",Cumbria,Lou Johnson,moderate,6.3,10.2,2290,694,5 hours 30 minutes,54.585539,-3.1898796,CA12 5UF,"Causey Pike is of modest height yet its distinctive summit makes it easily recognised from the area around Derwentwater and Keswick. Topped by five knuckles not dissimilar to a clenched fist, it immediately throws out a challenge to be climbed. Backed by the high mountains of the Grasmoor Massif and with far reaching views over much of Lakeland it is a perfect objective for a relatively easy Lake District mountain walk. When combined with the lesser summits of Outerside and Barrow you have a perfect horseshoe which can be enjoyed at leisure with none of the pressures associated with longer and more arduous walks.

The ideal place to park is along the road which runs south from Braithwaite to Stoneycroft. Parking is ample on most days especially near Uzzicar Farm (Grid ref. NY232218). The real walking starts where Stoneycroft Gill crosses the road. Above the summit of Causey Pike beckons. There is a choice of paths. The easier is the direct route climbing to Sleet Hause although the steeper route over Rowling End is preferred by some.

However you reach Sleet Hause you will have already climbed enough for the views to open out. Behind you is a wide reaching panorama over Derwentwater, Skiddaw, Blencathra and the Helvellyn Range. To your right, as you climb, the cirque of mountains surrounding Coledale looks impressive, whilst to your left the view of the beautiful valley of Newlands and the Western Fells improves with every step. From Sleet Hause the path climbs steeply until twenty or so feet below the summit there is a short scramble up a rock gully with plenty of hand holds. Exiting from this you have reached the top of Causey Pike with an extensive 360 degree panorama to enjoy.

The onward path takes you over Scar Crags and down to Sail Pass. Ahead lie Sail and Eel Crag, summits that can be left for another day. Turning right down the main path you soon reach High Moss. Leave the main valley mine road here and head along a feint path to the summit of Outerside. Despite its relatively lowly stature it offers a perfect place to study the wonders of Coledale with the high peaks of Eel Crags and Grisedale Pike dominating the scene. Continuing down to the north-east ridge to Stile End you are confronted with a choice of paths. Keep to the ridge over the subsidiary summit of Stile End and down into the col of Barrow Door.

Ahead lies the final climb of the day to the summit of Barrow. From here you can trace where you have walked before following the north ridge as it gradually descends over grass towards Braithwaite Lodge. On reaching the plantation take turn right along the main path which leads you easily back to where you have parked.

On the day this walk was undertaken there was a strong to gale force easterly wind blowing. The advantage was almost perfect visibility. However the climb from Sleet Hause to the summit of Causey Pike was best described as interesting as each gust threatened to send you hurtling down to Buttermere! However even with a strong wind blowing the final scramble to the summit was perfectly placed as the walls of the gully provide complete protection. On reaching the summit of Causey Pike the air was surprisingly still although strong winds on Outerside and Barrow also added a little extra excitement to what should be an easy walk. One walker met en-route admitted to having been ""floored"" by the wind on Eel Crags whilst a couple (79 and 69 years old respectively) battled on without problem!",True
1187,Robinson & Hindscarth from Newlands,North Western Fells,"Hindscarth, Robinson",Cumbria,Lou Johnson,mod/hard,6.5,10.6,2510,761,5 hours 50 minutes,54.563975,-3.1892514,CA12 5TU,"Some Lakeland summits are less popular than others and Hindscarth and Robinson safely fall into this category. This Lake District walk starts from Chapel Bridge in Newlands (grid ref. NY232194) where limited parking is available. Besides excellent views over Buttermere and the High Stile Ridge, the walking throughout has plenty to keep your interest.

From the starting point follow the lane past Newlands Chapel and continue on this lane until a few hundred metres past Low High Snab. Here you turn sharp right after the wall and follow the path as it heads steeply upwards over grass to gain the top of High Snab Bank. (Note - the right of way following the valley marked on OS maps only exists as far as the dam!).

Having gained the ridge the onward route is obvious and around Blea Crags some easy scrambling is necessary on three or four rock steps. The scenery in this area is particularly rugged. Apart from these small obstacles the route is straightforward and easy to follow all the way the domed summit of Robinson. There are numerous cairns and although the summit itself is not very noteworthy the view is superb.

Continue off the summit following the path in a southerly direction descending to reach a fence line that follows Littledale Edge. Turn left to follow the fence towards Hindscarth. The route involves a descent and re-ascent to gain the latter's summit. However the view down to Gatescarth makes up for the toil.

Leave Hindscarth on the main path descending north. The route is clear and you soon find yourself on the wonderful ridge that terminates in Scope End. This path is delightful, twisting a turning through heather, providing a perfect end to the walk. Descend Scope End and walk through Low Snab Farm to reach your transport.",True
1231,Grasmoor via Whiteless Pike from Cinderdale Common,North Western Fells,"Grasmoor, Wandope, Whiteless Pike",Cumbria,Lou Johnson,moderate,7.0,11.4,2780,842,6 hours 20 minutes,54.561066,-3.2974222,CA13 9UY,"This Lake District walk takes you onto the highest fell in northwest Lakeland and includes a superb section of exhilarating ridge walking. The walk was first undertaken in poor weather but a return visit a few months later confirmed that the views are superb throughout when the visibility is good. The start is either of the car-parks on Cinderdale Common (Grid ref. NY162192). Both parking areas are quite small so an early start is necessary if you don't want to add extra distance to the route. Both car parks also suffer from people parking up for lengthy stays to enjoy the view over Crummock Water especially on hot summer days.

From the car park walk east to join a broad path to cross the beck almost immediately to head south east. Just before you reach the cross wall turn north on a less well defined path that climbs steadily onto Lad Hows, which from this perspective looks like a separate summit. Climbing steadily with Cinderdale Beck to your left you soon realise that what at first appeared to be a separate summit is in fact the end of a long ridge that leads onto the summit of Grasmoor. It is a lengthy climb although there are plenty of excuses to stop to enjoy the view especially west to Crummock Water and rugged Mellbreak.

After a final steep section the path levels out and joins another wider path. Turn left and you will see the summit cairns of Grasmoor a few hundred metres away. Grasmoor suffers from having a broad almost level summit area and the views from the highest point are disappointing so it is better to head further west to fully appreciate the view.

Retrace your steps along the approach path but instead of heading back the way you came continue on the broader path heading east to descend to a broad valley with Crag Hill directly ahead. Follow this path trending right to reach the edge of Addacombe Hole with its steep crags falling away beneath you. The view is superb especially down into the Newlands Valley and turning right follow the edge to the summit of Wandhope with equally impressive location.

Ahead you will see the Whiteless Edge, a well formed ridge linking Wandhope with Whiteless Pike. Follow the clear path along the crest enjoying the airy location as you descend towards Buttermere. Again the best views are in the west with the High Stile Ridge and many other peaks vying for your attention. Reaching the summit of Whiteless Pike the path descends steeply through crags before levelling to reach Whiteless Breast.

Staying with the main path descend to the obvious col at the head of Rannerdale (Grid ref. 179177) from where you turn right and descend into picturesque Rannerdale. The path crosses Rannerdale Beck and continues along its south side to reach a footbridge. Cross the bridge and head northwest along a broader path, which leads via a gate to the car parks on Cinderdale Common.",True
2021,"Whiteside, Hopegill Head & Grisedale Pike from near Crummock Water",North Western Fells,"Grisedale Pike, Hopegill Head, Whiteside",Cumbria,John Paterson,moderate,7.5,12.2,2510,761,6 hours 20 minutes,54.574476,-3.3040363,CA13 9UY,"Whiteside and Hopegill Head are more usually climbed as the first 2 peaks of a long walk finishing at Whiteless Pike. Similarly, Grisedale Pike is often climbed from Braithwaite as the first peak in the famous ""Coledale Round"". This shorter Lake District walk includes the excellent ridge between Whiteside and Hopegill Head before taking in Grisedale Pike and then returning down the impressive trench of Gasgale Gill. After a steep start the walking is on good paths and few walks in the Lake District include so much excellent scenery in such a short distance.

The ridge between Whiteside and Hopegill Head requires some head for heights but the path is level and the ridge is much easier than, say, Striding Edge on Helvellyn. The only real chance of getting lost in mist is at Coledale Hause - but once Lisa beck is found at the western edge of the hause, this will lead the way into Gasgale Gill.

As the B5289 from Cockermouth and Lorton approaches Crummock Water a small car park with a telephone box is seen on the west side of the road at Lanthwaite Green (GR NY158207). From the car park you can look east across the common to see the exit of Gasgale Gill between the slopes of Whin Ben and Grasmoor. The footbridge over the beck as it exits from the gill is the start of the walk.

Walk east across the common for 400 yards towards the exit of the gill where there are 2 footbridges over Liza Beck. Cross the upstream footbridge and then immediately take the path rising steeply to the left up the face of Whin Ben through heather and gorse. The path is mainly on earth with a few rock steps - avoid all paths traversing right towards the gill. Half an hour of hard effort leads to the summit of the minor peak of Whin Ben where path levels and crosses a saddle to reach a viewpoint perched above Gasgale Gill with, above it, the steep final ridge leading to the summit of Whiteside.

The ridge leading to the summit consists of easy rock steps at first, gradually easing to a broad path to the summit cairn at 2319ft. Stretching out before you is the almost level 1 mile ridge leading eastwards to the conical peak of Hopegill Head - with, a mile beyond it and to the left, your first glimpse of Grisedale Pike. Of the total ascent of 2500 feet on this route, you have already climbed 1800 feet in the first mile and a half. To the north, on a clear day, can be seen the Solway Firth and the mountains of Southern Scotland.

The ridge between Whiteside and Hopegill Head has a good path but the drops, especially to the south are very impressive. You may note that the Whiteside ""summit"" at the start of the ridge is lower than the high point of the ridge! After about 1000 yards there is a shallow depression and beyond it a conical rock outcrop bars the way. This can easily be avoided by a faint path to the left but, if taken direct, it will not prove too difficult for most walkers. Now a narrow arete leads quickly upwards to the small, rocky, summit of Hopegill Head at 2526 feet. The summit is an excellent viewpoint. Down a rock slab to the north west lies Ladyside Pike at the top of the ridge dropping down to Hopebeck and Lorton, to the south is Grasmoor beyond Gasgale Gill and to the south east a path leads over Sand Hill and down to Coledale Hause. Our route heads south-east.

Descend south-east from the summit to a col taking care to avoid the huge drop to the left down the vegetated cliff of Hobcarton Crag (owned by the National Trust and a botanically important site). The col is marked by some small pools after which a short slope leads to the subsidiary summit of Grisedale Pike. From the subsidiary summit the route leads down to a depression before the final climb to the main summit at 2595 feet. Below lies the village of Braithwaite at the foot of the east ridge and to the east lies Keswick with its backdrop of Skiddaw and Blencathra.

Retrace your route for half a mile. Immediately after recrossing the subsidiary summit, take a path to your left dropping south west to reach Coledale Hause after a further half mile. Coledale Hause is the main ""crossroads"" of the North Western Fells with many routes meeting here. Lisa Beck drains Grasmoor and Crag Hill and reaches the hause before turning west and dropping down a series of waterfalls into Gasgale Gill. Our path takes the north (right) bank of the beck dropping steeply at first into the depths of the gill. After about half a mile the path levels and follows the beck gently downwards between the impressive walls of Whiteside and Grasmoor until the gill narrows sharply near its exit. The path hugs the beck down a series of short rock steps and traverses which look harder than they are - at one point the roots of a tree provide excellent handholds. After 400 yards of interesting terrain the footbridge is reached which is crossed to return to the car park.",True
1268,Cat Bells & High Spy from Grange,North Western Fells,"Catbells, High Spy, Maiden Moor",Cumbria,Lou Johnson,moderate,8.0,13,2600,788,6 hours 40 minutes,54.54632,-3.1562731,CA12 5XA,"This Lake District walk combines some of the best scenery in Lakeland with views of many of the highest fells including Scafell Pike, Helvellyn and Skiddaw. As a bonus the beautiful valleys of Newlands and Borrowdale are also seen.

The walk starts from the village of Grange just off the B5289 from Keswick to Seatoller. Limited parking (Grid ref. NY253174) is available in the village or off the main valley road a short distance away. Head west through the village towards Manesty and Swinside. Passing the Borrowdale Gates Hotel on your right stay on the lane until just after Manesty.

Turn left and begin the climb, ignoring the path that forks off to the right. This path leads you quickly up to Hause Gate (Grid ref. 244192) and a path 'cross-roads'. Turn right and make your way to the summit of Cat Bells from where a grand view can be enjoyed.

Return to Hause Gate and continue south on a clear path to climb onto Maiden Moor. Nearing the top of the first ascent look out for the viewpoint on your left that offers an excellent view of Derwentwater. Reaching flatter ground the main path heads in a beeline across the moor. A better option is to bear right and follow a less distinct path that stays on the western edge of the moor offering views into Newlands and across to the fells of the Grasmoor massif.

The edge path eventually joins the main path again and continues across rougher ground to reach the large beehive cairn that marks the summit of High Spy. From here descend towards Dalehead Tarn picking up a path on your left (Grid ref. 232155) that leads down towards Rigghead Quarries.

Descending quickly through the remains of the quarries and mines you will notice many entrances to the mine workings. These should only be explored by those with suitable experience. The path descends to cross Tongue Gill on stepping stones. Keeping left you join the path from Seatoller and continue past Castle Crag to descend to the banks of the River Derwent. Turn north alongside the river joining a broader track to reach a lane. Turn right along the lane and within a couple of minutes you will be back at the start.",True
2539,Grasmoor & Rannerdale Knotts from Crummock Water,North Western Fells,"Eel Crag, Grasmoor, Rannerdale Knotts, Wandope, Whiteless Pike",Cumbria,Paul Brown,moderate,8.0,13,2880,873,6 hours 50 minutes,54.552996,-3.2956197,CA13 9UZ,"This Lake District walk starts at a small parking area at the foot of Rannerdale Knotts, near Hause Point, on the eastern shore of Crummock Water (NY163183). From here Grasmoor can be seen to the north, the last objective of the route. Head eastward from Hause Point straight up the steep slope of Rannerdale Knotts. The path is not obvious in places and at one stage there is mild scramble up a stony gully to contend with (probably passable by contouring to the south). From the summit of Rannerdale Knotts there are wonderful views over Buttermere to the High Stile range and Fleetwith Pike beyond, and of Whiteless Pike, Grasmoor and Crummock Water, ample compensation for the effort involved.

Continue eastwards along an intermittent path over the easy bumpy ridge of Low Bank to a col (NY179177) before veering left to join a more prominent track up Whiteless Breast and on to Whiteless Pike. The path hereabouts is generally good though occasionally rocky requiring the use of hands as well as feet. It is quite a pull up to the top of the fell, especially on a hot summer's day, but there is an unrivalled view of Grasmoor's southern flank as well as a marvellous panorama. Thirdgill Head Man and Wandope beckon to the north via a nice airy ridge.

The top of Wandope is remarkably flat with Crag Hill - the next objective - and Sail well seen in profile over Addacombe Hole, a spectacular example of a hanging valley. Skirting the edge of this, a prominent sandy path up Crag Hill is soon met leading to the stone trig point on Crag Hill from which a breathtaking prospect of Grisedale Pike and the Skiddaw fells beyond Coledale is revealed.

Leaving the top of Crag Hill, descend to the col between Crag Hill and Grasmoor (NY186203). This area is criss-crossed by several tracks and can be confusing in mist. Continue westward straight across this junction following an eroded path leading up the fellside beyond, which levels out somewhat after a few hundred metres. Walking along the southern flank of Grasmoor there are excellent views down to Buttermere. A short stroll over more or less flat ground gains the undistinguished top of Grasmoor. The Vale of Lorton leading to the Irish Sea extends to the northwest, and the corrugated face of Whiteside over Gasgale Gill is quite remarkable.

Walk back to the top of the Lad Hows ridge approximately 300 metres east of Grasmoor's summit (NY177202) and head down towards Rannerdale. The first section is quite steep though after a few hundred metres the gradient eases as the path veers right and zigzags back to the valley floor to meet another footpath. Turn left here, upstream, into the diminutive Rannerdale valley, crossing Rannerdale Beck via a footbridge (NY168186). Looking back up the valley Whiteless Pike is seen in stark profile, appearing almost conical from this angle. A short stroll though pleasant fields leads back to the parking area.",True
2609,Grasmoor via Crag Hill from Buttermere village,North Western Fells,"Eel Crag, Grasmoor, Wandope, Whiteless Pike",Cumbria,Peter Aris,mod/hard,8.0,13,3200,970,7 hours 10 minutes,54.540582,-3.2797689,CA13 9UZ,"This Lake District walk description is based on the series of photographs taken by me on 16th May 2004 during a walk from Buttermere. The weather was perfect with excellent long distance visibility with the distant early morning view of Great Gable with a cloak of mist being particularly noteworthy.

The start is the car park in Buttermere (Grid ref. NY173169). From the car park walk to the main road in the centre of the village and turn left towards Lorton. Cross Mill Beck and take the path on your right that follows this stream. Continue uphill to reach the indistinct col between Low Bank and Whiteless Pike (Grid ref. NY 179177). The climb continues up Whiteless Breast to reach the summit of Whiteless Pike.

The path loses some height as you continue along a well defined ridge with a steep drop to your right before climbing to the summit of Wandhope. Continuing you skirt Addacomb Hole on your right to reach the summit of Crag Hill from where there are extensive views in all directions.

Retracing your steps for a short way, ignore the path to Wandhope, instead descending gently to the col between Crag Hill and Grasmoor. Continue uphill to the summit of the latter peak. The domed summit area is not well suited for those wishing to enjoy the view and if you want to look down towards Crummock Water then continue a short way west past the summit cairn and shelter.

With the last summit of the day in the bag locate the steep path that descends over Lad Hows to Cinderdale Common. This is not the easiest descent if, like me, you're unfit and overweight! The views are fantastic though and well worth the pain - much better than via Coledale Hause and Gasgale Gill.

Reaching the road at Cinderdale Common turn left and walk back to Buttermere to enjoy a well earned pint at the Fish Hotel.",True
2581,Lord's Seat & Barf from Whinlatter,North Western Fells,"Barf, Lord's Seat",Cumbria,Mike Bexley,moderate,8.5,13.8,2200,667,6 hours 30 minutes,54.609395,-3.2308322,CA12 5TW,"The usual approach to Lord's Seat and Barf is through Thornthwaite Forest from The Whinlatter Pass, I have approached the same summits from the west thus creating a longer walk. During the walk do remember to keep a look out for Red Squirrels and Buzzards.

The start for this lake District circular walk is the large car park and visitors centre on the Whinlatter Pass (Grid ref. NY206245). From the car park exit, proceed left down hill then right up the narrow road leading to the small Revelin Moss Car park turning right at the first forest track.

Walk up this track then turn right to continue along another forest track that runs parallel to the main road. The cars can be heard but not seen until you reach the same road after about two kilometres. Continue in the same direction on the road, passing Swinside Houses on your left. Go right at the road junction and right again at the farm track leading to Darling How (Grid ref. 183258).

Opposite Darling How Farm there is a track leading down to the top of Spout Force Waterfalls. However views are restricted due to the dense tree growth but the short diversion is worthwhile if you are not rushed for time.

Continue through the gate along the forest track with the forest on you left. Ahead views open up of Broom Fell and Lord's Seat. The forest finishes and the track has a low wall on the left. Behind that wall is a feint path. Follow this path over to the corner of the forest (Grid ref. 192265). Keep close to the outer wall and fence of the forest turning right at the corner through a small beck and, still keeping close to the boundary on the right, over two stiles to the next corner (Grid ref. 197264).

Continue climbing up the steep grassy hill, swinging over towards Lord's Seat on you left. You will no doubt join the path coming down left from the summit. The views are so good that you will soon forget the effort required as you stand on the top (Grid ref, 204266) but there are better views to come.

Take the clear path ahead down to the right of the Mound to the summit of Barf. From here on a good day you can see the southern hills of Scotland and the Solway Firth as well as many of the Lakeland Fells. Bassenthwaite Lake dominates the foreground and depending on the time of the year you may be able to watch Osprey catching fish.

Descend Barf via the steep, clear path south of the summit dropping down to a small waterfall (Grid ref 212265) and go over the stile. The next section can be confusing especially the descent through this forest maze! After crossing over the stile turn left. Ignore the path on the right and continue to another path junction with a post numbered ' 8 '. Keep walking ahead. The path contours the hillside with views of Keswick and the River Derwent on your left. At the next junction turn right. On reaching post number '10', take the steep path going down to the left. Then just prior to the clear area on your left and before the gate descend the steep path to the forest road below. Turn right on this road back to your start.",True
1120,Grisedale Pike & Crag Hill from Braithwaite,North Western Fells,"Eel Crag, Grisedale Pike, Outerside, Sail",Cumbria,Lou Johnson,mod/hard,8.5,13.8,3400,1030,7 hours 40 minutes,54.602533,-3.1981156,CA12 5TL,"This Lake District walk is a circuit of Coledale starting with an ascent of Grisedale Pike and followed by a superb section of high level walking before reaching Crag Hill. Both peaks form part of the Grasmoor Massif with Grisedale Pike easily seen from the A66 on the approach to Keswick from Penrith. Crag Hill on the other hand is less often recognised from afar but is the second highest summit of the group being over-topped only by Grasmoor itself.

The start is in the small quarry (grid ref. NY227237) on the left hand side of the B5292 Whinlatter Pass road shortly after leaving the village of Braithwaite. Parking here is limited although other options are available in the village and further up the Whinlatter Pass road. From the quarry take the footpath that climbs northwest before turning south and then southwest alongside the forest to reach open fell. The path ahead is very obvious with erosion having caused a wide swathe across the grass. Repair work has been carried out recently and hopefully the damage will be minimised in future years.

After a level stretch the climb up the ridge of Sleet How begins. This leads directly to the summit cone of Grisedale Pike and the obligatory cairn and shelter. Continue southwest off the summit descending to a col with the head of Coledale to your left and Hobcarton Crag to your right. A further short climb brings you to a minor summit known as Hobcarton Crags from which a clear path descends to Coledale Hause.

The next objective is Crag Hill. This can be approached by using Wainwright's route through Eel Crags or rather more easily by climbing the valley path to the col between Grasmoor and Crag Hill and then turning east along a clear path to the summit with Addacomb Hole to your right. Having reached the top of Crag Hill you are able to see the complete route and it is quite satisfying to sit and contemplate the rewards for your efforts.

The next summit is Sail, which is reached after an interesting descent and reascent along a rocky ridge with excellent views to Newlands and many other points of interest in the northwestern sector Lake District. From here stay on the ridge in the direction of Causey Pike descending to a clear col before Scar Crags. Fork left to descend across the slope to reach a former mine track that leads eventually to Stoneycroft.

The preferable route is to leave the track and follow the ridge over the pleasant summit of Outerside before reaching Barrow Door (grid ref. NY222216). There are a number of paths in the immediate area so chose carefully and descend north on the path to High Coledale continuing downhill along a track. On you right is the pretty rocky gorge occupied by Barrow Gill whilst behind you lies Coledale with its horseshoe of mountains. Reaching the centre of Braithwaite village turn left on the Whinlatter Pass road to return to the start, which involves an unwelcome short steep ascent to complete the route.",True
1732,Coledale and Newlands circular from near Buttermere,North Western Fells,"Ard Crags, Knott Rigg, Rannerdale Knotts, Wandope, Whiteless Pike",Cumbria,Stephen Starkey,hard,9.0,14.6,4160,1261,8 hours 40 minutes,54.547179,-3.2506017,CA13 9XA,"Buttermere, Coledale and Newlands are all synonymous with great walking. This Lake District walk aims to include some of the best views and ridges in all three areas in one long, but hugely enjoyable, day out.

There are 3 obvious possibilities for starting this route. One would be the small parking area at Hause Point (Grid Ref. NY162182). This option will replace the ""out and back"" to Rannerdale Knotts with a circular option, albeit a very steep ascent to start the day, but has the drawback of a long walk out from the last peak. Another option would be parking in Buttermere village (NY173169) - the best of the 3 options for those wanting to decamp straight in to a pub at the end of the walk, but this option involves a long, steep, knee-jarring descent at the end of the day.

The third option, and the one I used, was to park at Newlands Hause (Grid Ref NY192176) which gives the shortest, quickest descent at the end of the day. Based on parking at Newlands Hause, this route is involves 1,260m of ascent. Using either of the other start/finish options would increase both the length of the walk and the amount of ascent and descent.

Assuming you park at Newlands Hause start by following any of the clearly visible sheep tracks that contour around the slopes of Knott Rigg to intersect the clear grass path that leads down the shoulder of Knott Rigg. At some convenient point, drop down to Mill Beck, aiming for a point just NE of where a stream joins the beck at NY186178. Ford the beck and then traverse your way uphill to the uppermost of the obvious sheep tracks.

At the obvious intersection of a number of paths (Grid Ref NY179177), turn West to walk along the broad ridge over Low Bank and on to Rannerdale Knotts. Return by the same route and then turn to the North to start the ascent of Whiteless Pike, continuing to Wandope. On the route from Whiteless Pike towards Wandope, the OS Explorer map shows the main path bending round to Wandope with a minor track by passing Wandope to Crag Hill. However, on the ground, the main path by-passes Wandope with a minor grass path leading off to Wandope.

It is worth taking in the summit of Wandope in order to follow the path around the crest of Addacomb Hole with excellent views East of Crag Hill and the ridge to Causey Pike. Continue onto the summit of Crag Hill, from where you descend to the SE to follow the obvious path (part of the spectacular Coledale Horseshoe) across the exposed ridge of The Scar with fantastic views to both sides.

Continue over Sail, with wonderful views of Causey Pike ahead, and on to the col between Sail and Scar Crags. At the col, double back to the right descending on a clear path for approx. 50m until a clear, narrow grassy gully descends to the left (NY204204). On the OS map, the gully appears insignificant but it is much more prominent on the ground and much steeper than the map would have you think! Turn left to descend in the gully, which soon becomes a narrow scree gully, and continue the steep, exhilarating (but easy) descent of the gully until the head of the stream. From this point the left hand bank then offers the easiest descent to the valley below.

After fording Rigg Beck, make your way up the slopes of Ard Crags to the ridge. The ascent, though fairly steep, is nowhere near as difficult as it looks from the other side of the valley. A zig-zag route makes for a reasonable ascent, the direct route will test the legs and lungs after the earlier exploits. On reaching the ridge, Wainwright baggers may want to head East to get the summit of Ard Crags before returning West along the ridge to Knott Rigg. The ridge offers fantastic views of the Crag Hill - Sail - Scar Crag - Causey Pike ridge on the right and the amazingly steep drop in to Keskadale on the left.

From Knott Rigg take the fairly obvious path ahead for a knee jarringly steep descent - at which point you may be grateful for parking at Newlands Hause in order to halve the length of the final descent.",True
3119,"The Newlands Horseshoe - Catbells, Dale Head & Hindscarth",North Western Fells,"Catbells, Dale Head, High Spy, Hindscarth, Maiden Moor",Cumbria,Lou Johnson,mod/hard,12.0,19.5,3420,1036,9 hours 30 minutes,54.5794600,-3.1680418,CA12 5UE,"This is one of the great walks of the Lake District National Park and will keep you entertained for the best part of day, A day with good visibility is a must as the views throughout are engaging and you will see many of the Lakeland peaks during the circuit. Navigation is generally easy as you are following well trodden paths but do remember to save some energy for the steep 900 foot ascent from Dalehead tarn to the summit of Dale Head.

The start for this Lake District walk is the car park at the northern foot of Catbells at Gutherscale (grid ref. NY246211). On fine days this can be very busy and parking can be at a premium so an early start is recommended. After parking start the climb onto Catbells. There are two paths initially and these soon merge to form a clear path to the summit. The reward for this initial ascent of 1200 feet is the fine views across Derwentwater and the many surrounding fells.

Many of your fellow walkers will have fallen by the wayside as you continue on an ascending path roughly south to the summit of Maiden Moor. In my mind this is the most tedious section although the views remain as you head towards the cairn on the top of Blea Crag (630 metres). This is worth a short diversion as there is a fine view along the length of Derwentwater. After enjoying the view return to the main path and continue the gentle ascent to the summit cairn on High Spy.

You have a short section of respite as you descend to Dalehead tarn at the southern end of the Newlands Valley. From here it's a matter of gritting your teeth and steadily plodding uphill until you reach the summit cairn from where the view down Newlands and across to Eel Crags makes the effort worthwhile. You now head westwards along Hindscarth Edge with a different set of fells now included in the panorama to your left. It is important that you don't get too carried away with the views and miss the turn north towards the summit of Hindscarth with its well built cairn.

The hard work is now complete and you can enjoy a mainly downhill walk back to the start. The route from Hindscarth heads almost due north and descends to High Crags and then along the pleasant ridge to Scope End. From here the path descends more steeply down the eastern flank of the ridge to reach Low Snab. Here head north on the track towards the road at Chapel Bridge. Turn right along the road passing through the collection of dwellings at Little Town. Just after the last cottage take the path signed to Skelgill and follow this through pastures to reach the road at Skelgill. Bear right along the road and you are soon back at the start.",True
3485,High Birkhow & Low Wood from Wast Water,Western Fells,,Cumbria,Lou Johnson,easy,4.2,6.8,300,91,2 hours 20 minutes,54.4314540,-3.3149052,CA20 1EU,"This low-level Lake District walk starts from the shores of Wast Water and explores the area west towards the village of Nether Wasdale. The route includes a section of open fell, woodland and provides a great view of the Wastwater Screes to Wasdale Head and the high Lakeland fells. The route follows clear paths and tracks.

The start is the small parking area where the lane from Nether Wasdale reached the shores of Wast Water (grid ref. NY148048). After parking walk back up the lane. After 400 metres turn right (grid ref. NY146046) onto a signed track through woodland. Continue to the end of the track and go through the gate onto open fell. The onward grassy track bears left to reach a bridleway and a fingerpost. Turn Left and continue south-west to Ashness How.

Continue ahead passing a path to Woodhow Tarn on the left. At the next junction with a three-way fingerpost (grid ref. NY135044), turn right and continue to another junction after 200 metres. Turn left and cross Scale Bridge. Follow the path south-west passing Mill Place on the right from where you follow a track to reach a road to the east of Nether Wasdale (grid ref. NY129039).

Turn right and almost immediately left to follow a lane through trees. Reaching a road junction continue straight ahead signed to Holmrook. Cross Forest Bridge and turn left onto signed footpath to Wastwater. Follow the track to Easthwaite (grid ref. NY137034). Continue through the farmyard and follow a clear track to reach the River Irt. Turn left and follow the river upstream to Lund Bridge. Cross the bridge and turn right following the path with the river on your right. Stay on this path enjoying the views across Wast Water. Continue past Wasdale Hall Youth Hostel on your left to reach the start of the walk.",True
1176,Yewbarrow from Wasdale,Western Fells,Yewbarrow,Cumbria,Lou Johnson,moderate,4.5,7.3,1985,602,4 hours 10 minutes,54.449739,-3.2861872,CA20 1EX,"Despite its modest height, Yewbarrow has a great visual impact on anyone heading towards Wasdale Head. Strategically situated on the northern shores of the lake, its wonderful shape and steep crags are an inspiring sight. This Lake District walk is short, full of interest and if you only have time for one walk in Wasdale this is a must. It provides great views all the way round, has some scrambling and a short section of ridge walking.

The small car park alongside Over Beck bridge (grid ref. NY167068) fills quickly so an early start is recommended. Take the path leaving the car park at the northern end and make for the stile at the foot of the steep grassy path that leads upwards to Bell Rib, the crags of Yewbarrow's southern prow. The ascent is steep but has the advantage that height is gained quickly with rapidly improving views across to the Scafells.

The path leaves the wall and traverses across the fellside. Take the uppermost path (the lower one leads directly to Dore Head) and head towards Dropping Crag to the right of which is a clearly defined gully. Some scrambling is required although there are good foot and hand holds. Reaching the top of the scramble the ascent becomes less steep although the path is badly eroded. To take in the Great Door with its spectacular view, you should keep to the lower of the many paths on this section.

All the hard work is well rewarded on reaching Great Door with a spectacular gully heading down to Wast Water. Across Wasdale can be seen the Scafells with notorious Mickledore clearly seen. The difficulties are nearly over and the onward route continues climbing following the ridge to lead easily to the summit of Yewbarrow. By now the view has become superb with Kirk Fell, Great Gable, the Scafells, Pillar and Red Pike the dominant peaks in view.

After a kilometre of easy walking along the crest you reach the subsidiary northern summit above Stirrup Crag. It is well worth spending some time here to take in the mountain panorama. From here the view down into Mosedale is very spectacular with Pillar looking massive at the head of the Dale. From here the path drops steeply down to Dore Head with a couple of short sections of easy scrambling and some annoying loose underfoot conditions in places. Note - some rock falls have blocked the path on this descent and a diversion is necessary. Care is needed. (09/05/2006).

All that is left is an easy downhill walk back to Over Beck bridge. Rather than follow the main path we chose to cross Over Beck above the waterfall marked on the OS 1:25000 map and then take the path beside the Beck. This provides a much more pleasant way down than the main well-used path which can be boggy in places.",True
